# Menlo Systems Time Domain Spectrometer
# Program Version 1.4.7 
#  Start: -220 ps, Average over 1400 waveforms. Date: 2025-8-25
# Time [ps] 	 THz Signal [a.u.]
-187.29737611	-0.00109628
-187.26401970	-0.00096268
-187.23066329	-0.00054906
-187.19730688	-0.00057378
-187.16395047	-0.00031748
-187.13059406	-0.00025320
-187.09723765	-0.00013938
-187.06388124	-0.00008449
-187.03052483	-0.00044857
-186.99716842	-0.00033615
-186.96381201	-0.00079196
-186.93045560	-0.00125578
-186.89709919	-0.00172991
-186.86374278	-0.00199825
-186.83038637	-0.00253536
-186.79702996	-0.00307306
-186.76367355	-0.00340116
-186.73031714	-0.00365350
-186.69696074	-0.00379232
-186.66360433	-0.00405041
-186.63024792	-0.00439034
-186.59689151	-0.00410817
-186.56353510	-0.00432027
-186.53017869	-0.00398211
-186.49682228	-0.00367850
-186.46346587	-0.00362369
-186.43010946	-0.00324203
-186.39675305	-0.00316124
-186.36339664	-0.00307065
-186.33004023	-0.00281244
-186.29668382	-0.00309107
-186.26332741	-0.00278532
-186.22997100	-0.00285647
-186.19661459	-0.00312654
-186.16325818	-0.00324586
-186.12990177	-0.00317412
-186.09654536	-0.00346289
-186.06318895	-0.00371553
-186.02983255	-0.00397043
-185.99647614	-0.00428490
-185.96311973	-0.00449926
-185.92976332	-0.00468080
-185.89640691	-0.00475119
-185.86305050	-0.00503361
-185.82969409	-0.00511459
-185.79633768	-0.00524008
-185.76298127	-0.00545268
-185.72962486	-0.00530300
-185.69626845	-0.00533516
-185.66291204	-0.00508215
-185.62955563	-0.00524075
-185.59619922	-0.00517659
-185.56284281	-0.00474343
-185.52948640	-0.00454755
-185.49612999	-0.00429232
-185.46277358	-0.00365458
-185.42941717	-0.00380142
-185.39606076	-0.00309483
-185.36270435	-0.00291034
-185.32934795	-0.00272255
-185.29599154	-0.00255209
-185.26263513	-0.00231436
-185.22927872	-0.00251107
-185.19592231	-0.00222495
-185.16256590	-0.00243087
-185.12920949	-0.00249691
-185.09585308	-0.00270275
-185.06249667	-0.00298673
-185.02914026	-0.00298445
-184.99578385	-0.00290143
-184.96242744	-0.00312071
-184.92907103	-0.00341038
-184.89571462	-0.00306874
-184.86235821	-0.00281710
-184.82900180	-0.00284967
-184.79564539	-0.00227071
-184.76228898	-0.00209646
-184.72893257	-0.00170230
-184.69557616	-0.00109028
-184.66221975	-0.00059165
-184.62886335	-0.00016671
-184.59550694	0.00042695
-184.56215053	0.00056563
-184.52879412	0.00106179
-184.49543771	0.00106263
-184.46208130	0.00145015
-184.42872489	0.00156944
-184.39536848	0.00157820
-184.36201207	0.00136785
-184.32865566	0.00121382
-184.29529925	0.00119443
-184.26194284	0.00070442
-184.22858643	0.00077313
-184.19523002	0.00020519
-184.16187361	0.00019570
-184.12851720	-0.00014852
-184.09516079	-0.00050688
-184.06180438	-0.00069495
-184.02844797	-0.00091155
-183.99509156	-0.00104620
-183.96173515	-0.00140294
-183.92837875	-0.00136802
-183.89502234	-0.00183931
-183.86166593	-0.00207983
-183.82830952	-0.00168425
-183.79495311	-0.00191477
-183.76159670	-0.00200081
-183.72824029	-0.00181375
-183.69488388	-0.00187332
-183.66152747	-0.00179019
-183.62817106	-0.00150904
-183.59481465	-0.00178704
-183.56145824	-0.00149785
-183.52810183	-0.00145822
-183.49474542	-0.00152010
-183.46138901	-0.00130284
-183.42803260	-0.00100875
-183.39467619	-0.00111699
-183.36131978	-0.00100255
-183.32796337	-0.00117982
-183.29460696	-0.00103518
-183.26125055	-0.00106683
-183.22789415	-0.00118327
-183.19453774	-0.00106847
-183.16118133	-0.00094459
-183.12782492	-0.00084559
-183.09446851	-0.00070421
-183.06111210	-0.00090959
-183.02775569	-0.00105023
-182.99439928	-0.00077996
-182.96104287	-0.00078083
-182.92768646	-0.00102691
-182.89433005	-0.00142665
-182.86097364	-0.00150793
-182.82761723	-0.00150965
-182.79426082	-0.00190140
-182.76090441	-0.00208394
-182.72754800	-0.00255306
-182.69419159	-0.00315254
-182.66083518	-0.00362422
-182.62747877	-0.00393776
-182.59412236	-0.00471500
-182.56076595	-0.00518522
-182.52740955	-0.00550160
-182.49405314	-0.00593118
-182.46069673	-0.00653653
-182.42734032	-0.00696217
-182.39398391	-0.00705730
-182.36062750	-0.00747515
-182.32727109	-0.00778991
-182.29391468	-0.00801033
-182.26055827	-0.00831307
-182.22720186	-0.00836150
-182.19384545	-0.00841757
-182.16048904	-0.00860480
-182.12713263	-0.00865697
-182.09377622	-0.00857239
-182.06041981	-0.00830913
-182.02706340	-0.00813425
-181.99370699	-0.00811703
-181.96035058	-0.00759150
-181.92699417	-0.00758023
-181.89363776	-0.00698929
-181.86028136	-0.00683003
-181.82692495	-0.00639388
-181.79356854	-0.00590208
-181.76021213	-0.00554314
-181.72685572	-0.00514233
-181.69349931	-0.00469573
-181.66014290	-0.00435648
-181.62678649	-0.00407247
-181.59343008	-0.00373527
-181.56007367	-0.00367687
-181.52671726	-0.00341718
-181.49336085	-0.00331538
-181.46000444	-0.00287963
-181.42664803	-0.00282656
-181.39329162	-0.00282906
-181.35993521	-0.00239863
-181.32657880	-0.00256569
-181.29322239	-0.00222901
-181.25986598	-0.00198606
-181.22650957	-0.00193633
-181.19315316	-0.00169949
-181.15979676	-0.00153039
-181.12644035	-0.00136235
-181.09308394	-0.00138985
-181.05972753	-0.00116039
-181.02637112	-0.00120835
-180.99301471	-0.00102616
-180.95965830	-0.00111091
-180.92630189	-0.00109627
-180.89294548	-0.00104465
-180.85958907	-0.00095927
-180.82623266	-0.00099081
-180.79287625	-0.00094644
-180.75951984	-0.00078918
-180.72616343	-0.00074797
-180.69280702	-0.00073153
-180.65945061	-0.00065888
-180.62609420	-0.00061478
-180.59273779	-0.00048653
-180.55938138	-0.00043936
-180.52602497	-0.00037979
-180.49266856	-0.00034311
-180.45931216	-0.00025410
-180.42595575	-0.00024666
-180.39259934	-0.00020360
-180.35924293	-0.00015052
-180.32588652	-0.00013103
-180.29253011	-0.00010482
-180.25917370	-0.00009637
-180.22581729	-0.00007036
-180.19246088	-0.00005494
-180.15910447	-0.00003951
-180.12574806	-0.00002345
-180.09239165	-0.00001403
-180.05903524	-0.00000612
-180.02567883	-0.00000160
-179.99232242	-0.00000000
